Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,age,make,model,mileage_new,engine_new,power_new,KM_Driven
Honda Brio S MT,Coimbatore,2013,67559,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,4.05,7,honda,brio,19.4,1198.0,86.8,6
Maruti Swift Dzire VXi,Pune,2013,55000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5.0,,4.25,7,maruti,swift,17.5,1298.0,85.8,5
Maruti Celerio LXI MT,Kolkata,2018,30000,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,4.87 Lakh,3.75,2,maruti,celerio,23.1,998.0,67.04,3
Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,28000,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,5.0,,11.85,4,hyundai,creta,13.0,1591.0,121.3,2
Ford Ecosport 1.5 DV5 MT Titanium,Kochi,2016,31826,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,8.24,4,ford,ecosport,22.7,1498.0,89.84,3
Maruti Swift VDI BSIV W ABS,Hyderabad,2016,64000,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5.0,,5.99,4,maruti,swift,17.8,1248.0,,6
Honda CR-V RVi MT,Jaipur,2008,100009,Petrol,Manual,Second,13.1 kmpl,1997 CC,141.1 bhp,5.0,,6.5,12,honda,cr-v,13.1,1997.0,141.1,10
Mahindra XUV500 W8 2WD,Delhi,2014,74345,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,8.0,6,mahindra,xuv500,15.1,2179.0,140.0,7
Volkswagen Polo 1.2 MPI Highline,Kochi,2015,58134,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,,4.64,5,volkswagen,polo,16.47,1198.0,74.0,5
Hyundai i10 Magna AT,Kochi,2010,30566,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5.0,,3.32,10,hyundai,i10,19.2,1197.0,80.0,3
Hyundai i10 Magna 1.2,Chennai,2012,55231,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.78,8,hyundai,i10,20.36,1197.0,78.9,5
Chevrolet Cruze LTZ AT,Kochi,2016,67774,Diesel,Automatic,First,14.81 kmpl,1998 CC,163.7 bhp,5.0,,8.95,4,chevrolet,cruze,14.81,1998.0,163.7,6
Hyundai Sonata 2.4 GDI,Ahmedabad,2013,45000,Petrol,Manual,First,11.7 kmpl,2359 CC,134 bhp,5.0,,7.9,7,hyundai,sonata,11.7,2359.0,134.0,4
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2013,45000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,3.25,7,volkswagen,polo,22.07,1199.0,73.9,4
Honda City i VTEC SV,Mumbai,2014,10500,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,5.9,6,honda,city,17.4,1497.0,117.3,1
Maruti Vitara Brezza ZDi,Coimbatore,2017,21789,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11 Lakh,9.88,3,maruti,vitara,24.3,1248.0,88.5,2
Hyundai Elite i20 Asta Option,Coimbatore,2019,21134,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,9.78 Lakh,8.78,1,hyundai,elite,18.6,1197.0,81.86,2
Tata New Safari Dicor EX 4X2,Kolkata,2011,90000,Diesel,Manual,Second,13.93 kmpl,2179 CC,138.1 bhp,7.0,,2.75,9,tata,new,13.93,2179.0,138.1,9
Nissan Sunny 2011-2014 Diesel XL,Kochi,2014,51553,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5.0,,5.98,6,nissan,sunny,21.64,1461.0,84.8,5
Toyota Corolla 1.8 J,Delhi,2011,67422,Petrol,Manual,Second,14.53 kmpl,1798 CC,138 bhp,5.0,,3.55,9,toyota,corolla,14.53,1798.0,138.0,6
Hyundai Verna 1.6 SX,Kochi,2015,60519,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,6.24,5,hyundai,verna,22.32,1582.0,126.32,6
Maruti Swift Dzire VDi,Kolkata,2009,34000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,,2.19,11,maruti,swift,19.3,1248.0,73.9,3
Maruti Dzire VDI,Hyderabad,2013,68434,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5.0,9.14 Lakh,5.5,7,maruti,dzire,28.4,1248.0,73.75,6
Maruti Alto K10 VXI,Pune,2014,17000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,4.48 Lakh,2.1,6,maruti,alto,24.07,998.0,67.1,1
Mercedes-Benz New C-Class 220 CDI AT,Kolkata,2012,22000,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5.0,,14.0,8,mercedes-benz,new,14.84,2143.0,170.0,2
Hyundai Verna CRDi 1.6 SX Option,Mumbai,2013,79225,Diesel,Manual,First,22.0 kmpl,1582 CC,126.2 bhp,5.0,15.57 Lakh,5.5,7,hyundai,verna,22.0,1582.0,126.2,7
Chevrolet Aveo 1.6 LT,Pune,2007,63000,Petrol,Manual,Third,14.2 kmpl,1598 CC,102 bhp,5.0,,1.2,13,chevrolet,aveo,14.2,1598.0,102.0,6
Maruti Swift VXI BSIV,Hyderabad,2014,61922,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,,5.3,6,maruti,swift,20.4,1197.0,81.8,6
Hyundai Verna 1.6 CRDi S,Chennai,2015,85000,Diesel,Manual,First,23.9 kmpl,1582 CC,126.2 bhp,5.0,,6.3,5,hyundai,verna,23.9,1582.0,126.2,8
Toyota Fortuner 4x2 Manual,Delhi,2013,65000,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7.0,,16.1,7,toyota,fortuner,13.0,2982.0,168.5,6
BMW 3 Series 320d Dynamic,Mumbai,2008,81308,Diesel,Automatic,Second,13.2 kmpl,1995 CC,170 bhp,5.0,,7.95,12,bmw,3,13.2,1995.0,170.0,8
Maruti Alto 800 2016-2019 LXI,Delhi,2016,35000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,2.65,4,maruti,alto,24.7,796.0,47.3,3
Maruti Alto K10 2010-2014 VXI,Coimbatore,2012,65349,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5.0,,2.81,8,maruti,alto,20.92,998.0,67.1,6
Audi A4 1.8 TFSI Technology Edition,Hyderabad,2012,80000,Petrol,Automatic,First,15.64 kmpl,1798 CC,167.62 bhp,5.0,,17.5,8,audi,a4,15.64,1798.0,167.62,8
Maruti Swift VXi BSIV,Mumbai,2012,61000,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,5.0,,3.3,8,maruti,swift,16.1,1197.0,85.0,6
Maruti Wagon R VXI,Kochi,2019,31817,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.12 Lakh,5.34,1,maruti,wagon,22.5,998.0,67.04,3
Skoda Rapid 1.5 TDI Ambition,Hyderabad,2016,41000,Diesel,Manual,First,21.14 kmpl,1498 CC,103.52 bhp,5.0,,8.5,4,skoda,rapid,21.14,1498.0,103.52,4
Honda Jazz S,Kochi,2010,82606,Petrol,Manual,Second,16.0 kmpl,1198 CC,90 bhp,5.0,,2.69,10,honda,jazz,16.0,1198.0,90.0,8
Mahindra XUV500 W10 2WD,Ahmedabad,2015,52000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,11.5,5,mahindra,xuv500,16.0,2179.0,140.0,5
Maruti Ritz VXi,Coimbatore,2011,50318,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5.0,,4.06,9,maruti,ritz,18.5,1197.0,85.8,5
Skoda Rapid 1.6 TDI Ambition,Bangalore,2012,72000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,5.0,,4.6,8,skoda,rapid,20.5,1598.0,103.5,7
Hyundai Grand i10 CRDi Magna,Delhi,2015,63776,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,3.96,5,hyundai,grand,24.0,1120.0,70.0,6
Hyundai Elite i20 Petrol Asta,Mumbai,2015,28133,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,,5.6,5,hyundai,elite,18.6,1197.0,81.86,2
Tata Zest Quadrajet 1.3 75PS XE,Kolkata,2017,45000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5.0,7.94 Lakh,3.75,3,tata,zest,22.95,1248.0,74.0,4
Hyundai i20 Magna 1.4 CRDi,Jaipur,2015,55697,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,5.5,5,hyundai,i20,22.54,1396.0,88.73,5
Skoda Rapid 1.6 TDI Elegance,Delhi,2012,62000,Diesel,Manual,Second,20.5 kmpl,1598 CC,103.5 bhp,5.0,,3.0,8,skoda,rapid,20.5,1598.0,103.5,6
Fiat Linea Emotion,Mumbai,2011,48000,Petrol,Manual,First,16.0 kmpl,1368 CC,90 bhp,5.0,,3.0,9,fiat,linea,16.0,1368.0,90.0,4
Maruti Swift VXI BSIII W/ ABS,Pune,2010,90246,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5.0,,2.95,10,maruti,swift,16.1,1298.0,88.2,9
Tata Indica V2 2001-2011 eLS,Hyderabad,2015,80500,Diesel,Manual,First,25.0 kmpl,1396 CC,69 bhp,5.0,,2.45,5,tata,indica,25.0,1396.0,69.0,8
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Pune,2012,119000,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5.0,,13.99,8,mercedes-benz,new,14.84,2143.0,170.0,11
Honda City V MT AVN,Chennai,2012,41000,Petrol,Manual,Second,16.8 kmpl,1497 CC,116.3 bhp,5.0,,4.5,8,honda,city,16.8,1497.0,116.3,4
Hyundai i20 Magna,Mumbai,2010,58000,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,5.0,,2.5,10,hyundai,i20,18.5,1197.0,80.0,5
Hyundai Grand i10 Magna,Delhi,2014,31200,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,3.9,6,hyundai,grand,18.9,1197.0,82.0,3
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Chennai,2009,85000,Diesel,Manual,Second,15.0 kmpl,1896 CC,105 bhp,5.0,,3.5,11,volkswagen,jetta,15.0,1896.0,105.0,8
Ford EcoSport 1.5 Ti VCT AT Titanium,Hyderabad,2016,60924,Petrol,Automatic,First,15.63 kmpl,1499 CC,110.4 bhp,5.0,,8.3,4,ford,ecosport,15.63,1499.0,110.4,6
Hyundai EON Magna Plus,Chennai,2012,45000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,2.5,8,hyundai,eon,21.1,814.0,55.2,4
Nissan Micra XV CVT,Kolkata,2011,44000,Petrol,Automatic,First,19.15 kmpl,1198 CC,75.94 bhp,5.0,8.73 Lakh,2.65,9,nissan,micra,19.15,1198.0,75.94,4
Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,30534,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,,7.42,4,honda,jazz,19.0,1199.0,88.7,3
Volkswagen Polo 1.2 MPI Trendline,Kochi,2016,46399,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,,4.63,4,volkswagen,polo,16.47,1198.0,74.0,4
Maruti Alto LXi,Kolkata,2008,42000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.09,12,maruti,alto,19.7,796.0,46.3,4
Hyundai Verna 1.6 SX,Delhi,2011,67000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,3.8,9,hyundai,verna,22.32,1582.0,126.32,6
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mumbai,2013,58000,Diesel,Automatic,First,10.0 kmpl,2148 CC,170 bhp,5.0,,15.75,7,mercedes-benz,e-class,10.0,2148.0,170.0,5
Tata Zest Revotron 1.2 XT,Coimbatore,2015,27000,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5.0,8.69 Lakh,5.27,5,tata,zest,17.57,1193.0,88.7,2
Honda Brio S Option MT,Mumbai,2012,39566,Petrol,Manual,Second,18.4 kmpl,1198 CC,86.8 bhp,5.0,,2.75,8,honda,brio,18.4,1198.0,86.8,3
Honda Jazz VX Diesel,Chennai,2016,14980,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,10.81 Lakh,7.4,4,honda,jazz,27.3,1498.0,98.6,1
Maruti Alto K10 VXI AGS,Jaipur,2017,18491,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5.0,,3.9,3,maruti,alto,24.07,998.0,67.1,1
Maruti Zen VXi - BS III,Jaipur,2000,90000,Petrol,Manual,Second,17.3 kmpl,993 CC,60 bhp,5.0,,0.7,20,maruti,zen,17.3,993.0,60.0,9
Hyundai i20 Sportz 1.4 CRDi,Pune,2015,118211,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,5.9,5,hyundai,i20,22.54,1396.0,88.73,11
Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,63316,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5.0,,9.58,4,maruti,sx4,22.7,1598.0,118.0,6
Chevrolet Enjoy Petrol LS 7 Seater,Kochi,2015,25648,Petrol,Manual,First,13.7 kmpl,1399 CC,98.82 bhp,7.0,,4.29,5,chevrolet,enjoy,13.7,1399.0,98.82,2
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,2011,67612,Diesel,Automatic,Second,14.21 kmpl,2143 CC,203 bhp,5.0,,11.5,9,mercedes-benz,e-class,14.21,2143.0,203.0,6
Mahindra XUV500 W4,Mumbai,2016,33000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,9.65,4,mahindra,xuv500,16.0,2179.0,140.0,3
Hyundai i10 Sportz,Mumbai,2015,20000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.75,5,hyundai,i10,20.36,1197.0,78.9,2
Mahindra Scorpio SLE BSIV,Pune,2012,99000,Diesel,Manual,Third,12.05 kmpl,2179 CC,120 bhp,8.0,,6.0,8,mahindra,scorpio,12.05,2179.0,120.0,9
Honda Jazz 1.2 SV i VTEC,Pune,2016,22700,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,5.55,4,honda,jazz,18.7,1199.0,88.7,2
Tata Safari Storme 2012-2015 EX,Jaipur,2017,28000,Diesel,Manual,First,14.0 kmpl,2179 CC,138.1 bhp,7.0,,10.91,3,tata,safari,14.0,2179.0,138.1,2
Mahindra XUV500 W6 2WD,Kolkata,2014,62000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,7.25,6,mahindra,xuv500,15.1,2179.0,140.0,6
Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2012,107023,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,3.9,8,volkswagen,polo,22.07,1199.0,73.9,10
Maruti Swift Dzire ZDi,Delhi,2012,71082,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,,3.95,8,maruti,swift,19.3,1248.0,73.9,7
Maruti Celerio ZXI,Delhi,2014,21701,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,3.38,6,maruti,celerio,23.1,998.0,67.04,2
Honda City V MT Exclusive,Mumbai,2011,56000,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5.0,,3.45,9,honda,city,16.8,1497.0,116.3,5
Hyundai i20 1.2 Spotz,Delhi,2016,32450,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,5.75,4,hyundai,i20,18.6,1197.0,81.83,3
Renault KWID RXT,Jaipur,2016,12500,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,,2.75,4,renault,kwid,25.17,799.0,53.3,1
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,45800,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,7.5,6,ford,ecosport,22.7,1498.0,89.84,4
Hyundai i20 Asta 1.2,Coimbatore,2015,35441,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.87,5,hyundai,i20,18.6,1197.0,81.83,3
Toyota Innova 2.5 ZX Diesel 7 Seater,Bangalore,2015,86398,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,15.2,5,toyota,innova,12.99,2494.0,100.6,8
Maruti Swift VDI BSIV,Hyderabad,2014,89000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,5.85,6,maruti,swift,25.2,1248.0,74.0,8
Maruti A-Star Vxi,Hyderabad,2010,68375,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5.0,,2.5,10,maruti,a-star,19.0,998.0,66.1,6
Maruti Swift ZXI,Pune,2013,52000,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,,3.95,7,maruti,swift,18.6,1197.0,85.8,5
Maruti Ertiga ZXI,Bangalore,2014,68000,Petrol,Manual,Second,16.02 kmpl,1373 CC,93.7 bhp,7.0,,6.75,6,maruti,ertiga,16.02,1373.0,93.7,6
Maruti Wagon R LXI,Jaipur,2007,71000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,,1.5,13,maruti,wagon,18.9,998.0,67.1,7
Volkswagen Polo Diesel Trendline 1.2L,Hyderabad,2012,72003,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,3.9,8,volkswagen,polo,22.07,1199.0,73.9,7
Honda City i DTEC VX,Kochi,2017,65850,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5.0,,9.44,3,honda,city,25.1,1498.0,98.6,6
Toyota Corolla Altis 1.8 GL,Coimbatore,2015,53920,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,23.37 Lakh,10.77,5,toyota,corolla,14.28,1798.0,138.03,5
Mahindra XUV500 W8 2WD,Ahmedabad,2014,58000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,7.5,6,mahindra,xuv500,15.1,2179.0,140.0,5
Maruti Alto 800 2016-2019 VXI,Kolkata,2016,4000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,3.0,4,maruti,alto,24.7,796.0,47.3,0
BMW 5 Series 530d M Sport,Chennai,2010,58000,Diesel,Automatic,First,18.59 kmpl,2993 CC,265 bhp,5.0,79.78 Lakh,11.75,10,bmw,5,18.59,2993.0,265.0,5
Hyundai EON D Lite Plus,Kochi,2016,29832,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.29,4,hyundai,eon,21.1,814.0,55.2,2
Maruti Swift Dzire VDI,Chennai,2016,71156,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,6.5,4,maruti,swift,26.59,1248.0,74.0,7
Audi A4 2.0 TDI,Hyderabad,2011,54000,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5.0,,18.0,9,audi,a4,16.55,1968.0,147.51,5
Skoda Superb Elegance 1.8 TSI AT,Bangalore,2009,75000,Petrol,Automatic,Second,13.7 kmpl,1798 CC,157.75 bhp,5.0,,4.95,11,skoda,superb,13.7,1798.0,157.75,7
Tata Zest Revotron 1.2T XM,Kochi,2015,39208,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5.0,7.63 Lakh,4.52,5,tata,zest,17.57,1193.0,88.7,3
Force One LX ABS 7 Seating,Kolkata,2014,41000,Diesel,Manual,First,17.0 kmpl,2149 CC,139.07 bhp,7.0,,8.0,6,force,one,17.0,2149.0,139.07,4
Honda City i-VTEC VX,Coimbatore,2013,38622,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,12.68 Lakh,6.26,7,honda,city,17.4,1497.0,117.3,3
Nissan Sunny 2011-2014 XV,Chennai,2016,18000,Petrol,Manual,First,16.95 kmpl,1498 CC,97.7 bhp,5.0,,7.5,4,nissan,sunny,16.95,1498.0,97.7,1
Maruti Swift 1.3 LXI,Delhi,2012,52000,Petrol,Manual,First,16.1 kmpl,,,,,3.65,8,maruti,swift,16.1,,,5
Volkswagen Vento Petrol Highline AT,Mumbai,2011,45000,Petrol,Automatic,First,14.4 kmpl,1598 CC,103.6 bhp,5.0,,3.35,9,volkswagen,vento,14.4,1598.0,103.6,4
Hyundai Verna 1.6 SX VTVT AT,Mumbai,2014,48656,Petrol,Automatic,First,15.74 kmpl,1591 CC,121.3 bhp,5.0,,5.5,6,hyundai,verna,15.74,1591.0,121.3,4
Hyundai Verna CRDi 1.6 AT SX Plus,Bangalore,2012,79000,Diesel,Automatic,First,22.0 kmpl,1582 CC,126.2 bhp,5.0,16.6 Lakh,5.25,8,hyundai,verna,22.0,1582.0,126.2,7
Audi A4 2.0 TDI Multitronic,Bangalore,2012,88000,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,5.0,,16.25,8,audi,a4,16.55,1968.0,140.0,8
Maruti SX4 Vxi BSIV,Delhi,2009,92000,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5.0,,2.7,11,maruti,sx4,15.5,1586.0,103.3,9
Maruti Swift LXI BSIV,Coimbatore,2008,50121,Petrol,Manual,First,20.4 kmpl,1197 CC,83.11 bhp,5.0,,3.41,12,maruti,swift,20.4,1197.0,83.11,5
Hyundai Grand i10 CRDi Magna,Hyderabad,2014,79000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,4.15,6,hyundai,grand,24.0,1120.0,70.0,7
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,46000,Diesel,Manual,Second,20.14 kmpl,1498 CC,88.8 bhp,5.0,,5.9,6,volkswagen,polo,20.14,1498.0,88.8,4
Mercedes-Benz E-Class 230,Pune,2012,100000,Petrol,Automatic,First,10.0 kmpl,2496 CC,157.7 bhp,5.0,,11.5,8,mercedes-benz,e-class,10.0,2496.0,157.7,10
Hyundai i20 Asta 1.2,Kolkata,2015,41000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,4.75,5,hyundai,i20,18.6,1197.0,81.83,4
Maruti Alto K10 VXI AGS,Chennai,2015,25000,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5.0,,3.5,5,maruti,alto,24.07,998.0,67.1,2
Maruti Ertiga VDI,Pune,2014,71899,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,,7.25,6,maruti,ertiga,20.77,1248.0,88.76,7
Maruti Celerio VXI AT,Mumbai,2016,7100,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,4.35,4,maruti,celerio,23.1,998.0,67.04,0
Renault KWID Climber 1.0 AMT,Coimbatore,2018,38171,Petrol,Automatic,Second,22.5 kmpl,999 CC,67 bhp,5.0,5.72 Lakh,4.99,2,renault,kwid,22.5,999.0,67.0,3
Mahindra Scorpio SLE BSIV,Bangalore,2013,70359,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8.0,,7.65,7,mahindra,scorpio,12.05,2179.0,120.0,7
Volkswagen Polo Diesel Highline 1.2L,Chennai,2017,26969,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,6.9,3,volkswagen,polo,22.07,1199.0,73.9,2
Ford Figo Diesel ZXI,Chennai,2011,56500,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,,2.9,9,ford,figo,20.0,1399.0,68.0,5
Nissan Terrano XL Plus 85 PS,Kolkata,2014,40000,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5.0,,5.75,6,nissan,terrano,20.45,1461.0,83.8,4
Force One LX 4x4,Kolkata,2014,41000,Diesel,Manual,First,17.0 kmpl,2200 CC,139.01 bhp,7.0,,8.0,6,force,one,17.0,2200.0,139.01,4
Renault KWID 1.0 RXT Optional AMT,Kochi,2017,53105,Petrol,Automatic,First,22.5 kmpl,999 CC,67 bhp,5.0,4.93 Lakh,4.41,3,renault,kwid,22.5,999.0,67.0,5
Skoda Rapid 1.5 TDI Elegance,Mumbai,2013,23000,Diesel,Manual,First,21.14 kmpl,1498 CC,103.52 bhp,5.0,,4.95,7,skoda,rapid,21.14,1498.0,103.52,2
Mahindra XUV500 AT W10 FWD,Hyderabad,2016,80999,Diesel,Automatic,First,16.0 kmpl,2179 CC,140 bhp,7.0,,14.4,4,mahindra,xuv500,16.0,2179.0,140.0,8
Ford Figo Diesel Titanium,Chennai,2012,82000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,,2.95,8,ford,figo,20.0,1399.0,68.05,8
Mahindra Bolero ZLX,Coimbatore,2017,68557,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7.0,11.28 Lakh,8.14,3,mahindra,bolero,15.96,2523.0,62.1,6
Volkswagen Vento 1.5 TDI Highline,Hyderabad,2016,34000,Diesel,Manual,First,20.64 kmpl,1498 CC,108.5 bhp,5.0,14.2 Lakh,8.45,4,volkswagen,vento,20.64,1498.0,108.5,3
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2015,77000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8.0,,12.5,5,toyota,innova,12.99,2494.0,100.0,7
Mahindra XUV500 W8 2WD,Mumbai,2012,48000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,6.5,8,mahindra,xuv500,15.1,2179.0,140.0,4
Ford Ecosport 1.5 Ti VCT MT Titanium,Coimbatore,2015,28232,Petrol,Manual,Second,15.8 kmpl,1499 CC,110 bhp,5.0,,7.72,5,ford,ecosport,15.8,1499.0,110.0,2
Volkswagen Jetta 2012-2014 2.0L TDI Highline AT,Chennai,2011,110000,Diesel,Automatic,First,16.96 kmpl,1968 CC,138.1 bhp,5.0,,8.0,9,volkswagen,jetta,16.96,1968.0,138.1,11
Tata New Safari DICOR 2.2 VX 4x4,Chennai,2009,120000,Diesel,Manual,Second,13.93 kmpl,2179 CC,138 bhp,7.0,,3.0,11,tata,new,13.93,2179.0,138.0,12
Volkswagen Polo 1.2 MPI Highline,Kolkata,2014,22000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,,4.11,6,volkswagen,polo,16.47,1198.0,74.0,2
Hyundai i20 Magna Optional 1.2,Coimbatore,2015,14925,Petrol,Manual,First,18.5 kmpl,1197 CC,82.9 bhp,5.0,,5.37,5,hyundai,i20,18.5,1197.0,82.9,1
Maruti Ertiga ZDI,Mumbai,2013,75000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,,6.55,7,maruti,ertiga,20.77,1248.0,88.8,7
Honda City i VTEC V,Chennai,2015,23000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,7.0,5,honda,city,17.4,1497.0,117.3,2
Honda City 1.5 S MT,Mumbai,2014,57000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,5.48,6,honda,city,17.0,1497.0,118.0,5
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Kochi,2013,76718,Diesel,Automatic,First,16.96 kmpl,1968 CC,138.03 bhp,5.0,,6.51,7,volkswagen,jetta,16.96,1968.0,138.03,7
